,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
141,Angry Birds Rio,GAME,4.4,2610622,46M,100000000,Free,0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,Negative,-0.038924252279907,0.4715201068772497
142,Angry Birds Rio,GAME,4.4,2610680,46M,100000000,Free,0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,Negative,-0.038924252279907,0.4715201068772497
143,Angry Birds Rio,GAME,4.4,2610328,46M,100000000,Free,0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,Negative,-0.038924252279907,0.4715201068772497
144,Candy Crush Soda Saga,GAME,4.4,6198563,67M,100000000,Free,0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up,Negative,-0.0570793657164475,0.4813299893037414
145,Candy Crush Soda Saga,GAME,4.4,6198880,67M,100000000,Free,0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up,Negative,-0.0570793657164475,0.4813299893037414
146,Candy Crush Soda Saga,GAME,4.4,6199095,67M,100000000,Free,0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up,Negative,-0.0570793657164475,0.4813299893037414
147,Clash of Clans,GAME,4.6,44891723,98M,100000000,Free,0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,Positive,0.0367556815629055,0.5339562645447385
148,Clash of Clans,GAME,4.6,44891723,98M,100000000,Free,0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,Positive,0.0367556815629055,0.5339562645447385
149,Clash of Clans,GAME,4.6,44893888,98M,100000000,Free,0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,Positive,0.0367556815629055,0.5339562645447385
150,Clash of Clans,FAMILY,4.6,44881447,98M,100000000,Free,0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,Positive,0.0367556815629055,0.5339562645447385
151,8 Ball Pool,GAME,4.5,14198297,52M,100000000,Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,Negative,0.0012520071606734,0.4913517369146038
152,8 Ball Pool,GAME,4.5,14198602,52M,100000000,Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,Negative,0.0012520071606734,0.4913517369146038
153,8 Ball Pool,GAME,4.5,14200344,52M,100000000,Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,Negative,0.0012520071606734,0.4913517369146038
154,8 Ball Pool,GAME,4.5,14200550,52M,100000000,Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,Negative,0.0012520071606734,0.4913517369146038
155,8 Ball Pool,GAME,4.5,14201891,52M,100000000,Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,Negative,0.0012520071606734,0.4913517369146038
156,8 Ball Pool,GAME,4.5,14201604,52M,100000000,Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,Negative,0.0012520071606734,0.4913517369146038
157,8 Ball Pool,SPORTS,4.5,14184910,52M,100000000,Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,Negative,0.0012520071606734,0.4913517369146038
158,Bubble Witch 3 Saga,GAME,4.7,1732263,78M,50000000,Free,0,Everyone,Puzzle,"July 17, 2018",4.8.4,3.0 and up,Positive,0.0653846777928719,0.5379182096492003
159,Granny,GAME,4.5,1135631,59M,50000000,Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,Positive,0.0646231638812587,0.5562993347603944
160,Granny,GAME,4.5,1137271,59M,50000000,Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,Positive,0.0646231638812587,0.5562993347603944
161,Granny,GAME,4.5,1137267,59M,50000000,Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,Positive,0.0646231638812587,0.5562993347603944
162,Granny,GAME,4.5,1138239,59M,50000000,Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,Positive,0.0646231638812587,0.5562993347603944
163,Granny,GAME,4.5,1128805,59M,50000000,Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,Positive,0.0646231638812587,0.5562993347603944
164,Angry Birds Classic,GAME,4.4,5566669,97M,100000000,Free,0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,Negative,-0.0075373947642518,0.5348862663965559
165,Angry Birds Classic,GAME,4.4,5566805,97M,100000000,Free,0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,Negative,-0.0075373947642518,0.5348862663965559
166,Angry Birds Classic,GAME,4.4,5566889,97M,100000000,Free,0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,Negative,-0.0075373947642518,0.5348862663965559
167,Angry Birds Classic,GAME,4.4,5566908,97M,100000000,Free,0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,Negative,-0.0075373947642518,0.5348862663965559
168,Angry Birds Classic,GAME,4.4,5565856,97M,100000000,Free,0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,Negative,-0.0075373947642518,0.5348862663965559
169,Flow Free,GAME,4.3,1295557,11M,100000000,Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,Positive,0.0707686270933758,0.5201833408656908
170,Flow Free,GAME,4.3,1295606,11M,100000000,Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,Positive,0.0707686270933758,0.5201833408656908
171,Flow Free,GAME,4.3,1295625,11M,100000000,Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,Positive,0.0707686270933758,0.5201833408656908
172,Flow Free,GAME,4.3,1295625,11M,100000000,Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,Positive,0.0707686270933758,0.5201833408656908
173,Flow Free,FAMILY,4.3,1295293,11M,100000000,Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,Positive,0.0707686270933758,0.5201833408656908
174,Fishdom,GAME,4.6,2157930,Varies with device,10000000,Free,0,Everyone,Puzzle,"July 19, 2018",2.21.5,4.0.3 and up,Positive,0.0595148493038343,0.5635105308518095
175,Fishdom,GAME,4.6,2157930,Varies with device,10000000,Free,0,Everyone,Puzzle,"July 19, 2018",2.21.5,4.0.3 and up,Positive,0.0595148493038343,0.5635105308518095
176,Fishdom,GAME,4.6,2158580,Varies with device,10000000,Free,0,Everyone,Puzzle,"July 19, 2018",2.21.5,4.0.3 and up,Positive,0.0595148493038343,0.5635105308518095
177,Galaxy Attack: Alien Shooter,GAME,4.6,506275,Varies with device,10000000,Free,0,Everyone,Arcade,"August 1, 2018",5.66,4.1 and up,Positive,0.077289750879303,0.4665821806717329
178,Galaxy Attack: Alien Shooter,GAME,4.6,506275,Varies with device,10000000,Free,0,Everyone,Arcade,"August 1, 2018",5.66,4.1 and up,Positive,0.077289750879303,0.4665821806717329
179,Galaxy Attack: Alien Shooter,GAME,4.6,506593,Varies with device,10000000,Free,0,Everyone,Arcade,"August 1, 2018",5.66,4.1 and up,Positive,0.077289750879303,0.4665821806717329
180,Candy Crush Jelly Saga,GAME,4.3,1300490,78M,50000000,Free,0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up,Negative,-0.0923343575184328,0.4811245660731962
181,Candy Crush Jelly Saga,GAME,4.3,1300619,78M,50000000,Free,0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up,Negative,-0.0923343575184328,0.4811245660731962
182,Hill Climb Racing,GAME,4.4,8923587,63M,100000000,Free,0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,Positive,0.0909991500098838,0.4986744997198817
183,Hill Climb Racing,GAME,4.4,8923818,63M,100000000,Free,0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,Positive,0.0909991500098838,0.4986744997198817
184,Hill Climb Racing,GAME,4.4,8923847,63M,100000000,Free,0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,Positive,0.0909991500098838,0.4986744997198817
185,Hill Climb Racing,GAME,4.4,8921451,63M,100000000,Free,0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,Positive,0.0909991500098838,0.4986744997198817
186,Gardenscapes,GAME,4.6,4128732,Varies with device,50000000,Free,0,Everyone,Casual,"July 13, 2018",2.6.2,4.0.3 and up,Positive,0.0195851379696963,0.5014648140223873
187,Gardenscapes,GAME,4.6,4129665,Varies with device,50000000,Free,0,Everyone,Casual,"July 13, 2018",2.6.2,4.0.3 and up,Positive,0.0195851379696963,0.5014648140223873
188,Farm Heroes Saga,GAME,4.4,7614130,70M,100000000,Free,0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,Positive,-0.0118105318608159,0.4444343532729896
189,Farm Heroes Saga,GAME,4.4,7614271,70M,100000000,Free,0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,Positive,-0.0118105318608159,0.4444343532729896
190,Farm Heroes Saga,GAME,4.4,7614415,70M,100000000,Free,0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,Positive,-0.0118105318608159,0.4444343532729896
191,Farm Heroes Saga,GAME,4.4,7614407,70M,100000000,Free,0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,Positive,-0.0118105318608159,0.4444343532729896
192,Farm Heroes Saga,FAMILY,4.4,7615646,71M,100000000,Free,0,Everyone,Casual,"August 7, 2018",5.2.6,2.3 and up,Positive,-0.0118105318608159,0.4444343532729896
193,Cut the Rope FULL FREE,GAME,4.4,2123381,49M,100000000,Free,0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up,Negative,0.0130677538872691,0.5702711808929921
194,Cut the Rope FULL FREE,GAME,4.4,2123793,49M,100000000,Free,0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up,Negative,0.0130677538872691,0.5702711808929921
195,Cut the Rope FULL FREE,FAMILY,4.4,2122705,49M,100000000,Free,0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up,Negative,0.0130677538872691,0.5702711808929921
196,Cooking Fever,GAME,4.5,3197865,82M,100000000,Free,0,Everyone,Arcade,"July 12, 2018",2.8.0,4.0.3 and up,Negative,-0.0423314426055936,0.477864596014649
197,Cooking Fever,GAME,4.5,3198176,82M,100000000,Free,0,Everyone,Arcade,"July 12, 2018",2.8.0,4.0.3 and up,Negative,-0.0423314426055936,0.477864596014649
198,Garena Free Fire,GAME,4.5,5465624,53M,100000000,Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,Positive,0.071157869556908,0.4941331211427365
199,Garena Free Fire,GAME,4.5,5476569,53M,100000000,Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,Positive,0.071157869556908,0.4941331211427365
200,Garena Free Fire,GAME,4.5,5476569,53M,100000000,Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,Positive,0.071157869556908,0.4941331211427365
201,Garena Free Fire,GAME,4.5,5534114,53M,100000000,Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,Positive,0.071157869556908,0.4941331211427365
202,Bowmasters,GAME,4.7,1534466,Varies with device,50000000,Free,0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,Positive,0.0614154493473992,0.5005483488208554
203,Bowmasters,GAME,4.7,1535084,Varies with device,50000000,Free,0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,Positive,0.0614154493473992,0.5005483488208554
204,Bowmasters,GAME,4.7,1535973,Varies with device,50000000,Free,0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,Positive,0.0614154493473992,0.5005483488208554
205,Bowmasters,GAME,4.7,1535973,Varies with device,50000000,Free,0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,Positive,0.0614154493473992,0.5005483488208554
206,Bowmasters,GAME,4.7,1536349,Varies with device,50000000,Free,0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,Positive,0.0614154493473992,0.5005483488208554
207,Bowmasters,GAME,4.7,1535581,Varies with device,50000000,Free,0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,Positive,0.0614154493473992,0.5005483488208554
208,Dream League Soccer 2018,GAME,4.6,9882639,74M,100000000,Free,0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,Positive,-0.000518077601411,0.483123897707231
209,Dream League Soccer 2018,GAME,4.6,9883806,74M,100000000,Free,0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,Positive,-0.000518077601411,0.483123897707231
210,Dream League Soccer 2018,SPORTS,4.6,9873470,74M,100000000,Free,0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,Positive,-0.000518077601411,0.483123897707231
211,Fruits Bomb,GAME,4.4,74673,17M,10000000,Free,0,Everyone,Casual,"July 6, 2018",3.3.3179,4.0.3 and up,Positive,0.20532335280753,0.5306104619712214
212,Fruits Bomb,GAME,4.4,74695,17M,10000000,Free,0,Everyone,Casual,"July 6, 2018",3.3.3179,4.0.3 and up,Positive,0.20532335280753,0.5306104619712214
213,Hill Climb Racing 2,GAME,4.6,2750410,Varies with device,100000000,Free,0,Everyone,Racing,"August 2, 2018",1.17.2,4.2 and up,Positive,0.1621407674101837,0.4763280951585179
214,Hill Climb Racing 2,GAME,4.6,2750645,Varies with device,100000000,Free,0,Everyone,Racing,"August 2, 2018",1.17.2,4.2 and up,Positive,0.1621407674101837,0.4763280951585179
215,Extreme Car Driving Simulator,GAME,4.3,2251012,52M,100000000,Free,0,Everyone,Racing,"May 3, 2018",4.17.2,4.0 and up,Negative,-0.0736111111111111,0.4527777777777777
216,Color Road,GAME,4.1,84911,71M,10000000,Free,0,Everyone,Arcade,"July 19, 2018",2.5.0,4.1 and up,Negative,-0.0593567570353284,0.4540172570529713
217,Draw In,GAME,4.2,46416,73M,10000000,Free,0,Everyone,Arcade,"July 23, 2018",1.0.8,4.1 and up,Negative,-0.1341666666666666,0.5825
218,Baseball Boy!,GAME,3.4,148177,78M,10000000,Free,0,Everyone,Arcade,"July 27, 2018",1.7.2,4.1 and up,Negative,0.0122723971971413,0.4744802114272896
219,Episode - Choose Your Story,GAME,4.3,1841061,Varies with device,50000000,Free,0,Teen,Simulation,"July 31, 2018",Varies with device,Varies with device,Positive,0.0802737743717096,0.4811471465662314
220,Episode - Choose Your Story,FAMILY,4.3,1842381,Varies with device,50000000,Free,0,Teen,Simulation,"July 31, 2018",Varies with device,Varies with device,Positive,0.0802737743717096,0.4811471465662314
221,Hello Stars,GAME,4.6,101686,31M,10000000,Free,0,Everyone,Puzzle,"August 4, 2018",1.8.2,4.1 and up,Positive,0.1683303719497749,0.4964208718313196
222,Flip the Gun - Simulator Game,GAME,4.2,195558,86M,10000000,Free,0,Everyone,Arcade,"July 26, 2018",1.2,5.0 and up,Positive,-0.0083930652680652,0.4729878454878454
223,Harry Potter: Hogwarts Mystery,GAME,4.4,1107310,Varies with device,10000000,Free,0,Teen,Adventure,"August 1, 2018",1.8.2,4.4 and up,Positive,0.0575605395088367,0.4856774694112312
224,Harry Potter: Hogwarts Mystery,GAME,4.4,1107197,Varies with device,10000000,Free,0,Teen,Adventure,"August 1, 2018",1.8.2,4.4 and up,Positive,0.0575605395088367,0.4856774694112312
225,Homescapes,GAME,4.6,3093358,Varies with device,10000000,Free,0,Everyone,Casual,"July 13, 2018",1.8.0.900,4.0.3 and up,Positive,0.0382526438630117,0.5245812840784173
226,Homescapes,GAME,4.6,3093932,Varies with device,10000000,Free,0,Everyone,Casual,"July 13, 2018",1.8.0.900,4.0.3 and up,Positive,0.0382526438630117,0.5245812840784173
227,Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817,49M,10000000,Free,0,Everyone,Arcade,"July 30, 2018",1.2.2,4.1 and up,Positive,0.0135506449820065,0.5167562877384306
228,Guns of Glory,GAME,4.0,120592,77M,10000000,Free,0,Everyone 10+,Strategy,"July 31, 2018",2.0.2,4.0.3 and up,Negative,-0.1420604256854257,0.5351874996145829
229,Final Fantasy XV: A New Empire,GAME,4.0,484981,Varies with device,10000000,Free,0,Everyone 10+,Strategy,"June 15, 2018",3.30.4.83,4.1 and up,Negative,-0.0235272791804636,0.511339249742269
230,Final Fantasy XV: A New Empire,FAMILY,4.0,484858,Varies with device,10000000,Free,0,Everyone 10+,Strategy,"June 15, 2018",3.30.4.83,4.1 and up,Negative,-0.0235272791804636,0.511339249742269
231,Angry Birds 2,GAME,4.6,3883589,57M,100000000,Free,0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up,Positive,0.002282199760648,0.4962394358515047
232,Angry Birds 2,FAMILY,4.6,3881752,57M,100000000,Free,0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up,Positive,0.002282199760648,0.4962394358515047
233,Fallout Shelter,GAME,4.6,2719142,25M,10000000,Free,0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up,Positive,0.1702321488233137,0.5136060292384971
234,Fallout Shelter,FAMILY,4.6,2721923,25M,10000000,Free,0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up,Positive,0.1702321488233137,0.5136060292384971
235,Best Fiends - Free Puzzle Game,GAME,4.6,1480189,Varies with device,10000000,Free,0,Everyone,Casual,"August 2, 2018",5.8.1,Varies with device,Positive,0.3249999999999999,0.5375
236,Best Fiends - Free Puzzle Game,GAME,4.6,1480182,Varies with device,10000000,Free,0,Everyone,Casual,"August 2, 2018",5.8.1,Varies with device,Positive,0.3249999999999999,0.5375
237,Choices: Stories You Play,GAME,4.6,807338,93M,10000000,Free,0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up,Positive,0.0336784023386116,0.52632837418782
238,Choices: Stories You Play,FAMILY,4.6,807155,93M,10000000,Free,0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up,Positive,0.0336784023386116,0.52632837418782
239,Doodle Jump,GAME,4.3,1083571,Varies with device,50000000,Free,0,Everyone,Arcade,"July 20, 2018",Varies with device,Varies with device,Positive,0.1136300029060445,0.5181851050184384
240,Crossy Road,GAME,4.5,4230886,60M,100000000,Free,0,Everyone,Action,"August 1, 2018",3.1.0,5.0 and up,Positive,0.2158512814584867,0.5298473893553813
241,Crossy Road,GAME,4.5,4229977,60M,100000000,Free,0,Everyone,Action,"August 1, 2018",3.1.0,5.0 and up,Positive,0.2158512814584867,0.5298473893553813
242,Dude Perfect 2,GAME,4.5,401425,70M,10000000,Free,0,Everyone,Action,"April 12, 2017",1.6.1,4.0.3 and up,Positive,0.1169023559743807,0.5357966279447627
243,Dude Perfect 2,GAME,4.5,401648,70M,10000000,Free,0,Everyone,Action,"April 12, 2017",1.6.1,4.0.3 and up,Positive,0.1169023559743807,0.5357966279447627
244,Alto's Adventure,GAME,4.6,515657,63M,10000000,Free,0,Everyone,Action,"June 5, 2018",1.7.1,4.0 and up,Positive,0.0398269418282914,0.5261316988814583
245,Alto's Adventure,GAME,4.6,515240,63M,10000000,Free,0,Everyone,Action,"June 5, 2018",1.7.1,4.0 and up,Positive,0.0398269418282914,0.5261316988814583
246,DEER HUNTER 2018,GAME,4.3,955656,82M,10000000,Free,0,Teen,Action,"June 26, 2018",5.1.2,3.0 and up,Negative,-0.3833333333333333,0.4333333333333333
247,DEER HUNTER 2018,GAME,4.3,955614,82M,10000000,Free,0,Teen,Action,"June 26, 2018",5.1.2,3.0 and up,Negative,-0.3833333333333333,0.4333333333333333
248,DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468591,Varies with device,50000000,Free,0,Mature 17+,Action,"July 23, 2018",Varies with device,Varies with device,Positive,0.0668182611832611,0.4852570346320346
249,DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468638,Varies with device,50000000,Free,0,Mature 17+,Action,"July 23, 2018",Varies with device,Varies with device,Positive,0.0668182611832611,0.4852570346320346
250,Anger of stick 5 : zombie,GAME,4.5,549039,23M,50000000,Free,0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up,Positive,0.1194444444444444,0.5027777777777778
251,Anger of stick 5 : zombie,GAME,4.5,547644,23M,50000000,Free,0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up,Positive,0.1194444444444444,0.5027777777777778
252,CATS: Crash Arena Turbo Stars,GAME,4.7,1559650,Varies with device,50000000,Free,0,Everyone,Action,"July 9, 2018",2.11.1,4.1 and up,Positive,0.028953154691858,0.500371594394243
253,DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820,54M,10000000,Free,0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up,Positive,0.0223125676884839,0.5055597754758974
254,DINO HUNTER: DEADLY SHORES,GAME,4.4,1381624,54M,10000000,Free,0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up,Positive,0.0223125676884839,0.5055597754758974
255,Agar.io,GAME,4.2,3816799,32M,100000000,Free,0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up,Negative,-0.060602233380726,0.4597304866973984
256,Agar.io,GAME,4.2,3815614,32M,100000000,Free,0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up,Negative,-0.060602233380726,0.4597304866973984
257,Arrow.io,GAME,4.5,343263,Varies with device,10000000,Free,0,Everyone 10+,Action,"August 6, 2018",1.2.6,4.0.3 and up,Positive,0.0807381735588972,0.4566436925647451
258,BEYBLADE BURST app,GAME,4.5,216849,Varies with device,10000000,Free,0,Everyone,Action;Action & Adventure,"July 16, 2018",Varies with device,Varies with device,Negative,-0.0139273959065625,0.4690503362378362
259,Dragon Hills,GAME,4.5,354373,66M,10000000,Free,0,Everyone 10+,Action,"October 12, 2017",1.2.7,4.1 and up,Positive,0.0403405182780182,0.5521841287019859
260,GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039,75M,50000000,Free,0,Teen,Action,"August 1, 2018",2.6.61,4.0.3 and up,Positive,0.0222259179575396,0.4579308390022675
261,Blossom Blast Saga,GAME,4.5,1125438,63M,10000000,Free,0,Everyone,Casual,"July 5, 2018",57.0.8,4.0.3 and up,Negative,0.0057144610790444,0.5138021835417669
262,Candy Bomb,GAME,4.4,42145,20M,10000000,Free,0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up,Positive,0.3274031986531986,0.6062394781144781
263,Candy Bomb,FAMILY,4.4,42145,20M,10000000,Free,0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up,Positive,0.3274031986531986,0.6062394781144781
264,Gems or jewels ?,GAME,4.7,171448,13M,10000000,Free,0,Teen,Puzzle,"August 3, 2018",1.0.109,4.0 and up,Positive,0.1402082003644503,0.4386378436378436
265,Fruit Block - Puzzle Legend,GAME,4.6,125647,33M,10000000,Free,0,Everyone,Casual,"July 23, 2018",60,4.1 and up,Negative,-0.1833333333333333,0.3777777777777777
266,Dog Run - Pet Dog Simulator,GAME,4.7,48615,24M,10000000,Free,0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up,Positive,0.1370985540334855,0.5067884322678843
267,Dog Run - Pet Dog Simulator,FAMILY,4.7,48615,24M,10000000,Free,0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up,Positive,0.1370985540334855,0.5067884322678843
268,Dog Run - Pet Dog Simulator,FAMILY,4.7,48701,24M,10000000,Free,0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up,Positive,0.1370985540334855,0.5067884322678843
269,Baby Panda Care,FAMILY,4.2,108795,49M,10000000,Free,0,Everyone,Educational;Pretend Play,"June 15, 2018",8.25.10.00,4.0.3 and up,Positive,0.1720189393939393,0.5404242424242424
270,Baby Panda Care,FAMILY,4.2,108795,49M,10000000,Free,0,Everyone,Educational;Pretend Play,"June 15, 2018",8.25.10.00,4.0.3 and up,Positive,0.1720189393939393,0.5404242424242424
271,ABC Kids - Tracing & Phonics,FAMILY,4.5,36606,Varies with device,10000000,Free,0,Everyone,Educational;Education,"June 22, 2018",Varies with device,4.0 and up,Positive,0.3677701727701727,0.5095799695799695
272,Barbie Magical Fashion,FAMILY,4.0,328619,15M,10000000,Free,0,Everyone,Casual;Creativity,"October 6, 2017",2.2,4.1 and up,Positive,0.0847327647151235,0.5782083847305621
273,Farming Simulator 14,FAMILY,4.5,530854,51M,10000000,Free,0,Everyone,Simulation;Action & Adventure,"July 17, 2017",1.4.4,2.3.3 and up,Positive,0.0581279222547604,0.4874190787426081
274,Farming Simulator 14,FAMILY,4.5,530904,51M,10000000,Free,0,Everyone,Simulation;Action & Adventure,"July 17, 2017",1.4.4,2.3.3 and up,Positive,0.0581279222547604,0.4874190787426081
275,Hot Wheels: Race Off,FAMILY,4.5,520609,Varies with device,10000000,Free,0,Everyone,Racing;Action & Adventure,"June 28, 2018",Varies with device,4.4 and up,Positive,-0.0088388979076479,0.4903154791967291
276,Hot Wheels: Race Off,FAMILY,4.5,520654,Varies with device,10000000,Free,0,Everyone,Racing;Action & Adventure,"June 28, 2018",Varies with device,4.4 and up,Positive,-0.0088388979076479,0.4903154791967291
277,Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91M,10000000,Free,0,Everyone,Simulation;Action & Adventure,"August 2, 2018",3.2.0h,4.0.3 and up,Positive,0.0870296552695868,0.4842235681407414
278,Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91M,10000000,Free,0,Everyone,Simulation;Action & Adventure,"August 2, 2018",3.2.0h,4.0.3 and up,Positive,0.0870296552695868,0.4842235681407414
279,Equestria Girls,FAMILY,4.3,392596,53M,10000000,Free,0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up,Positive,0.0438083774216586,0.550960435543769
280,Equestria Girls,FAMILY,4.3,392596,53M,10000000,Free,0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up,Positive,0.0438083774216586,0.550960435543769
281,Equestria Girls,FAMILY,4.3,392819,53M,10000000,Free,0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up,Positive,0.0438083774216586,0.550960435543769
282,Frozen Free Fall,FAMILY,4.3,1574197,37M,50000000,Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,Positive,0.0601056998556998,0.5061268037518037
283,Frozen Free Fall,FAMILY,4.3,1574204,37M,50000000,Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,Positive,0.0601056998556998,0.5061268037518037
284,Frozen Free Fall,FAMILY,4.3,1574546,37M,50000000,Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,Positive,0.0601056998556998,0.5061268037518037
285,Fun Kid Racing - Motocross,FAMILY,4.1,59729,Varies with device,10000000,Free,0,Everyone,Racing;Action & Adventure,"June 27, 2018",3.46,4.2 and up,Positive,0.1907954545454545,0.5135774410774411
286,Fun Kid Racing - Motocross,FAMILY,4.1,59768,Varies with device,10000000,Free,0,Everyone,Racing;Action & Adventure,"August 7, 2018",3.53,4.2 and up,Positive,0.1907954545454545,0.5135774410774411
287,COOKING MAMA Let's Cook!,FAMILY,4.3,528745,59M,10000000,Free,0,Everyone,Educational;Pretend Play,"July 26, 2018",1.38.0,4.1 and up,Positive,0.2189220865113722,0.5058891112561748
288,COOKING MAMA Let's Cook!,FAMILY,4.3,528917,59M,10000000,Free,0,Everyone,Educational;Pretend Play,"July 26, 2018",1.38.0,4.1 and up,Positive,0.2189220865113722,0.5058891112561748
289,Fun Kid Racing,FAMILY,4.0,79667,Varies with device,10000000,Free,0,Everyone,Racing;Action & Adventure,"August 3, 2018",3.52,4.2 and up,Positive,0.2697382920110192,0.5245821854912764
