App,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Cool Popular Ringtones 2018 🔥,Positive,0.20348488136574072,0.571494708994709
Cool Reader,Positive,0.11584079160970608,0.4773699162679426
Couch to 10K Running Trainer,Positive,0.33737879109977326,0.5205262651534973
Couch to 5K by RunDouble,Positive,0.27732642225499365,0.4943462357748072
Couchsurfing Travel App,Positive,0.24728937266437265,0.529696291362958
Cougar Dating Life : Date Older Women Sugar Mummy,Positive,0.32457028157028156,0.5885129315129315
Couple - Relationship App,Positive,0.30442296156254967,0.5813240288788535
Credit Karma,Positive,0.2700516800659658,0.5196421459492888
Credit Sesame,Positive,0.08866738579403051,0.3942038112959166
CreditWise from Capital One,Positive,0.23945429387863595,0.5351311517429939
Crew - Free Messaging and Scheduling,Positive,0.4173319523358586,0.5998381895881896
Cricbuzz - Live Cricket Scores & News,Positive,0.09701201393635603,0.5658186185159869
Cricket Visual Voicemail,Positive,0.062002591819556106,0.4195424700960415
Crossy Road,Positive,0.21585128145848675,0.5298473893553813
Crunchyroll - Everything Anime,Positive,0.17751003336940835,0.44489962443310654
Current debit card and app made for teens,Positive,0.3272583733540765,0.4721886874699375
Curriculum vitae App CV Builder Free Resume Maker,Positive,0.3937034821903243,0.4980359041543252
Curso de Ingles Gratis,Positive,0.49990240240240236,0.5302477477477477
Cut the Rope 2,Positive,0.14827543557265777,0.5373204505371172
Cut the Rope FULL FREE,Negative,0.013067753887269178,0.5702711808929921
Cycling - Bike Tracker,Positive,0.3521468253968254,0.6174126984126984
"Cymera Camera- Photo Editor, Filter,Collage,Layout",Positive,0.419417735042735,0.4619810744810745
Czech Public Transport IDOS,Positive,0.2510749072356215,0.40281887755102047
DC Comics,Positive,0.4924897443826015,0.6226421475350047
DC Super Hero Girls™,Positive,0.33400902406417116,0.5733266488413546
DEAD TARGET: FPS Zombie Apocalypse Survival Games,Positive,0.06681826118326117,0.4852570346320346
DEER HUNTER 2018,Negative,-0.3833333333333333,0.4333333333333333
DELISH KITCHEN - 無料レシピ動画で料理を楽しく・簡単に！,Positive,0.38727222222222224,0.4498888888888889
DINO HUNTER: DEADLY SHORES,Positive,0.022312567688483907,0.5055597754758974
DIY Garden Ideas,Positive,0.4440441176470588,0.6164950980392156
DIY On A Budget,Positive,0.44806264074729985,0.5576276837640475
DMV Permit Practice Test 2018 Edition,Positive,0.29566032132549985,0.559805860222877
DRAGON BALL LEGENDS,Positive,0.0995493397768312,0.5191072965821683
DSLR Camera Hd Ultra Professional,Positive,0.0769517543859649,0.5042909356725146
DStv Now,Positive,0.023143659003034004,0.5161311836311836
DU Browser—Browse fast & fun,Positive,0.17726609823708034,0.5062402473518545
"DU Recorder – Screen Recorder, Video Editor, Live",Positive,0.22418691689058068,0.5246842190376673
Daily Workouts - Exercise Fitness Routine Trainer,Positive,0.8,0.75
Daily Yoga - Yoga Fitness Plans,Positive,0.2570176467051467,0.5669227994227994
"Dailyhunt (Newshunt) - Latest News, Viral Videos",Negative,-0.06614583333333332,0.5541666666666667
Dairy Queen,Positive,0.1894097222222222,0.37438271604938267
Daniel Tiger for Parents,Positive,0.2796296296296296,0.5090388007054674
DashClock Widget,Positive,0.0333333333333333,0.419047619047619
Dashlane Free Password Manager,Negative,0.1707539682539683,0.5442857142857143
"Dating App, Flirt & Chat : W-Match",Neutral,0.3016666666666667,0.43555555555555564
Dating for 50 plus Mature Singles – FINALLY,Positive,0.3325396825396825,0.5087301587301588
Daum Mail - 다음 메일,Positive,0.266,0.36542857142857144
Davis's Drug Guide,Negative,-0.10000000000000002,0.5333333333333333
Davis's Drug Guide for Nurses,Positive,0.3148148148148148,0.4259259259259259
Debonairs Pizza,Positive,0.0465277777777778,0.6054166666666667
"Delivery Club–Доставка еды:пицца,суши,бургер,салат",Positive,0.0757676568223443,0.3401594932844933
Delta Dental,Negative,-0.08418477182539683,0.3259047619047619
Despegar.com Hoteles y Vuelos,Positive,0.26372964997965,0.47689763939763946
Detector de Radares Gratis,Positive,0.42858539310152216,0.5178780896522832
Device Help,Positive,0.09639573827073826,0.3562866225366225
Diabetes & Diet Tracker,Positive,0.36362731075231075,0.5684691607191606
Diabetes:M,Positive,0.3179679035352112,0.5219833001756079
Diamond Zipper Lock Screen,Positive,0.15973039215686274,0.6061519607843138
Diary with lock,Positive,0.2837633405132804,0.568277521195691
Diary with lock password,Positive,0.29226684227776883,0.509655793410164
Dictionary - Merriam-Webster,Positive,0.23873106060606059,0.46232112794612795
Die TK-App – alles im Griff,Positive,0.16437022339800117,0.5273030570252792
Digg,Positive,0.042700314836678466,0.5073774104683195
DigiCal Calendar Agenda,Positive,0.1682127041637911,0.5067420059811364
Digit Save Money Automatically,Positive,0.250246308750773,0.4027419926303855
Digital Alarm Clock,Positive,0.34107329093987326,0.480794760360488
Dil Mil,Positive,-0.06348243861938717,0.4265464094728801
Dino War: Rise of Beasts,Positive,0.059137009742168456,0.45208500824572256
Dinosaur Simulator: Dino World,Negative,-0.01314102564102564,0.40544871794871795
Discover Mobile,Negative,-0.0416666666666666,0.5277777777777778
Disney Heroes: Battle Mode,Negative,-0.005000000000000001,0.35833333333333334
Disney Magic Kingdoms: Build Your Own Magical Park,Positive,0.08702965526958688,0.4842235681407414
DisneyNOW – TV Shows & Games,Positive,0.2039919593979968,0.5351162186054476
Divar,Positive,0.18834069067327994,0.48675561461275746
Do It Later: Tasks & To-Dos,Positive,0.1682022607022607,0.3273473530826472
Docs To Go™ Free Office Suite,Positive,0.20629078483245147,0.4105713383838384
Doctor On Demand,Positive,0.38842992173721336,0.5533802655677655
Doctor Pets,Positive,0.16880208333333332,0.5141666666666667
Dog Licks Screen Wallpaper,Positive,0.22525030371997284,0.5277725905176885
Dog Run - Pet Dog Simulator,Positive,0.13709855403348553,0.5067884322678843
Dog Sim Online: Raise a Family,Negative,0.17529423701298708,0.5895535714285715
Domino's Pizza USA,Positive,0.20907864159338213,0.5032287457102147
Dominos Game ✔️,Positive,0.023215534465534458,0.3329251304251304
"Domofond Недвижимость. Купить, снять квартиру.",Positive,0.1653419314603525,0.4463181117128485
Doodle Jump,Positive,0.11363000290604457,0.5181851050184384
Door Lock Screen,Positive,0.5166216422466423,0.6068617724867725
DoorDash - Food Delivery,Positive,0.07240710302429051,0.44422497723837007
Dosecast - Medication Reminder,Positive,0.29914956069150145,0.5237338374344954
Down Dog: Great Yoga Anywhere,Positive,0.2918472637721826,0.5268369912690124
Dr. Oetker Rezeptideen,Positive,0.3120252976190476,0.48947486772486776
Dr. Panda & Toto's Treehouse,Positive,0.180236682925485,0.5326722544430877
Dr. Panda Restaurant 3,Positive,-0.09746777119938886,0.5161196258806553
Dr. Panda Town: Vacation,Positive,0.09280715004396645,0.4862867192331478
DraftKings - Daily Fantasy Sports,Positive,0.3123335537918871,0.5213883377425044
Dragon Hills,Positive,0.040340518278018246,0.5521841287019859
Draw A Stickman,Negative,-0.15,0.4
Draw In,Negative,-0.1341666666666666,0.5825
Draw Your Game,Negative,-0.6684895833333333,0.6833333333333333
Draw a Stickman: EPIC 2,Positive,0.0999999999999999,0.5416666666666666
Drawing for Kids Learning Games for Toddlers age 3,Positive,0.3866666666666666,0.5466666666666667
Dream League Soccer 2018,Positive,-0.0005180776014110008,0.483123897707231
DreamTrips,Positive,0.3712767777565572,0.43856872294372296
DreamWorks Friends,Positive,-0.0017880828486889144,0.47637230894806654
Dresses Ideas & Fashions +3000,Positive,0.4306034482758621,0.5574667031563583
Droid Zap by Motorola,Negative,-0.04053738275613276,0.4383898011710512
DroidAdmin for Android - Advice,Positive,0.12617521367521367,0.5074501424501425
Dropbox,Positive,0.23633052505790994,0.4436356041619199
Drugs.com Medication Guide,Positive,0.24735357887601475,0.49059276786840894
Dude Perfect 2,Positive,0.1169023559743807,0.5357966279447627
Dumb Ways to Die 2: The Games,Positive,0.027208249239499233,0.4694232381732382
Dungeon Hunter Champions: Epic Online Action RPG,Positive,-0.034255807849557854,0.48827825167557315
Dunkin' Donuts,Positive,0.1965599297808238,0.47051000630182965
Duolingo: Learn Languages Free,Positive,0.20040773809523807,0.4702147530324614
DuraSpeed,Neutral,-0.03404401154401155,0.39668705168705165
E*TRADE Mobile,Positive,0.15327341401364838,0.49361037978225475
"Easy - taxi, car, ridesharing",Positive,0.2973105276366146,0.45180147750799926
Easy Hair Style Design,Positive,0.4902037037037037,0.554462962962963
Easy Healthy Recipes,Positive,0.445762473876698,0.5893495297805643
Easy Installer - Apps On SD,Neutral,-0.009110334110334113,0.3106934731934732
Easy Makeup Tutorials,Positive,0.2819713754609588,0.42436317540484203
Easy Origami Ideas,Positive,0.09945261437908497,0.5367647058823529
Easy Recipes,Positive,0.27053819444444444,0.5101388888888889
Easy Voice Recorder,Positive,0.4358370518370518,0.5656775421363334
EasyBib: Citation Generator,Positive,0.07183166248955723,0.3912238930659983
Eat Fit - Diet and Health Free,Positive,0.2450441468253968,0.5294246031746032
Eat24 Food Delivery & Takeout,Positive,0.1716105214230214,0.5470710770710772
EatStreet Food Delivery App,Positive,0.3832653026403026,0.5136076011076011
"Ebates: Cash Back, Coupons, Rewards & Savings",Positive,0.22538709463051565,0.41552014505961876
Ebook Reader,Positive,0.34253248776686274,0.5815682157348824
Ecobank Mobile Banking,Negative,-0.014860031943365276,0.5415730180313514
Edmodo,Positive,0.40415553494124923,0.44355813234384667
Educational Games 4 Kids,Positive,0.1943595257082099,0.4732344117870434
Educational Games for Kids,Positive,0.3065564373897707,0.5136640211640212
El tiempo de AEMET,Positive,0.18751404349618636,0.2754370232941662
English with Lingualeo,Positive,0.13516865079365076,0.3522718253968254
English-Myanmar Dictionary,Positive,0.3935134237107921,0.40219265018607125
Entel,Neutral,0.018577117327117344,0.33131373256373253
Enterprise Rent-A-Car,Positive,0.2556781798448465,0.5988954872288206
Episode - Choose Your Story,Positive,0.08027377437170963,0.4811471465662314
Epocrates Plus,Positive,0.299594696969697,0.5152561327561328
Equestria Girls,Positive,0.04380837742165866,0.550960435543769
Essential Anatomy 3,Positive,0.2255163032858345,0.5223282227032227
Essential Resources,Positive,0.28141962312860747,0.48453513558201056
Etsy: Handmade & Vintage Goods,Positive,0.3054831433998101,0.5440019228160253
Etta Homes,Positive,0.34462250712250714,0.49577991452991454
Eurosport,Positive,0.04904455741626794,0.4273702722715881
"Eve Period Tracker - Love, Sex & Relationships App",Positive,0.5050367080835831,0.501774753024753
"Even - organize your money, get paid early",Positive,0.2839285714285714,0.4627380952380952
"Evernote – Organizer, Planner for Notes & Memos",Positive,0.08409023930833825,0.5222918902085569
Evie Launcher,Positive,0.27792823212907847,0.48739135996622973
ExDialer - Dialer & Contacts,Positive,0.2713527987019366,0.49568862814039333
"Expedia Hotels, Flights & Car Rental Travel Deals",Positive,0.09299215649801587,0.5015541294642857
Expense IQ Money Manager,Positive,0.22750618948703624,0.44198430929882543
Experian - Free Credit Report,Positive,0.1705043708304578,0.5278456406717276
Extreme Car Driving Simulator,Negative,-0.07361111111111115,0.4527777777777777
Extreme Coupon Finder,Positive,0.07121421485260769,0.5617181594860167
Extreme Match,Positive,0.19446454876142374,0.46685135080968415
Extreme Racing 2 - Real driving RC cars game!,Positive,0.02366732804232804,0.4190608465608465
EyeCloud,Positive,0.11717855447022113,0.3554406601628824
EyeEm - Camera & Photo Filter,Positive,0.3380653936903937,0.586203964953965
EzCalculator,Positive,0.37776996943115365,0.5213414947625473
FBReader: Favorite Book Reader,Positive,0.2777048112144266,0.4724487336025797
FERZU - Furries Social Network,Positive,0.08186532214817471,0.4869399930553776
"FIFA - Tournaments, Soccer News & Live Scores",Positive,0.06825822325822326,0.44277674486007823
FINAL FANTASY BRAVE EXVIUS,Positive,0.07081548550701007,0.5314801504552734
FOSSIL Q: DESIGN YOUR DIAL,Neutral,0.2397669880624426,0.33451561065197427
FOX,Positive,0.21398402523402524,0.4584032017365351
FOX NOW - On Demand & Live TV,Positive,0.04809023630759121,0.49202284566083265
"FOX Sports: Live Streaming, Scores & News",Positive,0.3132563003775125,0.520679012345679
FREEDOME VPN Unlimited anonymous Wifi Security,Neutral,0.31363636363636366,0.3477272727272727
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",Positive,0.25675,0.34328703703703706
"Fabulous: Motivate Me! Meditate, Relax, Sleep",Positive,0.19199594209527243,0.5265805589912732
"Face Filter, Selfie Editor - Sweet Camera",Positive,0.19428104575163396,0.5888655462184874
Facebook,Negative,-0.007002902024896398,0.46020734988097733
Facebook Ads Manager,Positive,0.20340053597196453,0.31926272933415795
Facebook Lite,Negative,-0.0009910877556351672,0.4561272204806687
Facebook Local,Positive,0.1336416983933725,0.44045936404864977
Facebook Pages Manager,Negative,-0.061082728545963846,0.44085285629403276
Facetune - Ad Free,Positive,0.4320605655682186,0.5606183269363542
Fake Call - Fake Caller ID,Positive,0.2977941730740238,0.4860976502767548
Fallout Shelter,Positive,0.17023214882331378,0.5136060292384971
Family Album Mitene: Private Photo & Video Sharing,Positive,0.4325875840980008,0.6301165809499143
Family Dollar,Positive,0.24816588074623788,0.4460639301175015
Family GPS Tracker and Chat + Baby Monitor Online,Positive,0.4174351136851137,0.5475182325182325
Family GPS tracker KidControl + GPS by SMS Locator,Positive,0.21120309658151454,0.5171229125330687
Family Locator - GPS Tracker,Positive,0.35857535238513494,0.5448769579856536
FamilySearch Tree,Positive,0.20932583022687187,0.43582595799262464
FanDuel: Daily Fantasy Sports,Positive,0.28708349731077004,0.4659878000787092
Fancy Widgets,Positive,0.2142135145323051,0.5463555010574592
Fandango Movies - Times + Tickets,Positive,0.14260188855156386,0.5183011234796949
Fantasy Football,Positive,0.0625806329338938,0.41102149863019427
Fantasy Football & NFL News,Positive,0.4212411580793934,0.5673918102594574
Fantasy Football Manager (FPL),Positive,0.29987097869450813,0.5221638655462185
Farm Fruit Pop: Party Time,Positive,0.16502772177419353,0.47051459293394776
Farm Heroes Saga,Positive,-0.011810531860815964,0.44443435327298964
Farming Simulator 14,Positive,0.05812792225476048,0.48741907874260815
Farming Simulator 18,Positive,0.06446713240463238,0.49332987151737157
Fashion in Vogue,Positive,0.05532565701260391,0.34800007023458346
Fast News,Positive,0.3463034188034188,0.6042012617012618
Fast Scanner : Free PDF Scan,Positive,0.3130631605631605,0.4279001891501892
Fast Secure VPN,Positive,0.1791001133060992,0.41854095315035955
"FastMeet: Chat, Dating, Love",Positive,0.3441734006734007,0.5173434343434344
Fat Burning Workout - Home Weight lose,Positive,0.17526900953984287,0.5471371452621452
Fate/Grand Order (English),Positive,0.06088093070124321,0.5285510635198135
FidMe Loyalty Cards & Deals at Grocery Supermarket,Positive,0.22026761117670207,0.4141676505312869
File Browser by Astro (File Manager),Positive,0.11199179292929291,0.45269949494949496
File Explorer,Positive,0.25958281573498965,0.456304347826087
File Manager,Neutral,0.06183281680440773,0.31330004591368227
File Manager -- Take Command of Your Files Easily,Neutral,0.21464646464646464,0.3605555555555556
Files Go by Google: Free up space on your phone,Positive,0.13068233101321336,0.5235522935864323
FilterGrid - Cam&Photo Editor,Positive,0.09263994537208824,0.529429069607641
Filters for B Live,Neutral,0.16801767676767676,0.39555555555555555
Filters for Selfie,Positive,0.09912037037037036,0.5278946208112875
Final Fantasy XV: A New Empire,Negative,-0.023527279180463653,0.511339249742269
Financial Times,Positive,0.18463979076479073,0.4657510221260221
Find Dining Restaurant Finder,Positive,0.3394679300291545,0.4775996112730807
Find a Way: Addictive Puzzle,Positive,0.0696302333854417,0.5850889989639989
Find&Save - Local Shopping,Positive,0.09095987726263012,0.38212278881815626
FindShip,Positive,0.10044897504456328,0.41144872692666806
Firefox Browser fast & private,Positive,0.11014201898945648,0.5187862517847506
Firefox Focus: The privacy browser,Positive,0.2092485894097222,0.5538280971777065
Fishdom,Positive,0.0595148493038343,0.5635105308518095
Fitbit,Positive,0.24555465367965365,0.5822820466570467
Flashlight,Positive,0.4054000850340136,0.6072482993197279
Flashlight & LED Torch,Neutral,0.24973333333333333,0.2581777777777778
Flashlight - Torch LED Light,Positive,0.4045251322751323,0.5391269841269841
Flashlight HD LED,Positive,0.4522039981091705,0.6406517141861969
Flickr,Positive,0.17743249083092832,0.4359923749572187
Flight & Hotel Booking App - ixigo,Positive,0.341024531024531,0.5210594035594036
Flightradar24 Flight Tracker,Positive,0.19662472943722942,0.47700787906703085
Flights,Positive,0.140565164002664,0.4000104062604063
Flip the Gun - Simulator Game,Positive,-0.008393065268065292,0.47298784548784545
FlipaClip - Cartoon animation,Positive,0.41264880952380956,0.6792261904761905
Flipboard: News For Our Time,Positive,0.38586500305250304,0.4338217338217338
Flipkart Online Shopping App,Positive,0.2915263605442177,0.47886228850514573
Flipp - Weekly Shopping,Positive,0.3236720779220779,0.5630284751091202
Flippy Campus - Buy & sell on campus at a discount,Positive,0.39528393175452,0.49248472116119174
FlirtChat - ♥Free Dating/Flirting App♥,Positive,0.4209925788497217,0.5106957328385899
Floor Plan Creator,Positive,0.26461547586547585,0.4655839280839281
Flow Free,Positive,0.07076862709337588,0.5201833408656908
Flowers Live Wallpaper,Positive,0.20517906336088154,0.5650367309458219
Fly Delta,Positive,0.14325237137108363,0.4622601174814454
FollowMyHealth®,Positive,0.18942767109847486,0.48177970677624415
Font Studio- Photo Texts Image,Positive,0.08145920868347338,0.5220456932773109
Food Calorie Calculator,Neutral,0.09797280294231513,0.44987611304684477
Food Network,Positive,0.028354857681442188,0.4370341493404874
Fooducate Healthy Weight Loss & Calorie Counter,Positive,0.35421692335820487,0.4977620327410244
"Foot Mercato : transferts, résultats, news, live",Positive,0.3616373456790123,0.47413271604938273
Football Live Scores,Positive,0.4050258891435362,0.5309547152194212
ForecaWeather,Positive,0.36090676501860713,0.5093346291866029
Fortune City - A Finance App,Positive,0.26696618341149586,0.45879702280743945
Four In A Line,Positive,0.27484875723092933,0.5493170399727777
Four In A Line Free,Positive,0.20236801881246325,0.4853270474381585
Foursquare City Guide,Positive,0.20027867965367965,0.42221578025149453
Foursquare Swarm: Check In,Negative,-0.06233983927949446,0.4214936131192289
Fox Business,Positive,0.08882674106938812,0.5015917069042068
"Fox News – Breaking News, Live Video & News Alerts",Positive,0.021842715966092576,0.5029876189226838
Fraction Calculator Plus Free,Positive,0.37264092538286087,0.5620348647768003
Free & Premium VPN - FinchVPN,Positive,0.2176688508884801,0.477772631395398
Free Dating & Flirt Chat - Choice of Love,Neutral,0.032965367965367955,0.36135281385281387
Free Dating App & Flirt Chat - Cheers,Positive,0.3019262941919192,0.47738162878787876
Free Dating App & Flirt Chat - Match with Singles,Positive,0.33969696969696966,0.5836531986531986
Free Dating App - Meet Local Singles - Flirt Chat,Negative,-0.050325832956429964,0.559581583424867
"Free Dating App - YoCutie - Flirt, Chat & Meet",Positive,0.11783620099298064,0.44732448577787565
Free Dating Hook Up Messenger,Positive,0.14728845283112993,0.5223361741189635
Free Foreclosure Real Estate Search by USHUD.com,Negative,-0.03836728574277404,0.4402344652344652
Free Hypnosis,Positive,0.27579490295815295,0.49427512650312644
Free Live Talk-Video Call,Negative,-0.1,0.1
Free Panda Radio Music,Neutral,0.25,0.26666666666666666
Free Sports TV,Positive,0.16731858265191596,0.5141263962375073
"Free TV Shows App:News, TV Series, Episode, Movies",Positive,0.2715553215553216,0.5907247425997426
Free VIN Report for Used Cars,Positive,0.30857474747474745,0.49431821273964127
Free live weather on screen,Positive,0.3942586105415053,0.5197159565580618
"Free phone calls, free texting SMS on free number",Positive,0.22960420173961837,0.5231201565923789
FreePrints – Free Photos Delivered,Positive,0.4461811075370103,0.6266804152637486
Freeletics: Personal Trainer & Fitness Workouts,Positive,0.2742506820436508,0.46370628720238094
Freeme Launcher—Stylish Theme,Positive,0.3185,0.47637755102040824
Fresh EBT - Food Stamp Balance,Positive,0.15972740535608182,0.4247380315762669
FreshBooks Classic,Positive,0.10052989270057915,0.47211790185352337
Frontback - Social Photos,Positive,0.20709648569023567,0.46163720538720543
Frozen Free Fall,Positive,0.06010569985569984,0.5061268037518037
Fruit Block - Puzzle Legend,Negative,-0.1833333333333333,0.3777777777777777
Fruit Ninja®,Positive,0.15479454685099844,0.49328917050691246
Fruits Bomb,Positive,0.20532335280753003,0.5306104619712214
Fuelio: Gas log & costs,Positive,0.4408648682441296,0.5316347888222889
Full Screen Caller ID,Positive,0.34557612414467254,0.47666177908113394
Fun Kid Racing,Positive,0.26973829201101923,0.5245821854912764
Fun Kid Racing - Motocross,Positive,0.19079545454545455,0.5135774410774411
Funny Alarm Clock Ringtones,Positive,0.10838064006466784,0.5961899862825789
Funny Pics,Positive,0.15368272005772005,0.5721806553235125
Fuzzy Seasons: Animal Forest,Positive,0.16893322575242212,0.5792567683639112
G Cloud Backup,Positive,0.28419198139025725,0.5738897851828887
GANMA! - オリジナル漫画が全話無料で読み放題,Positive,0.2916704576785222,0.47509063964709125
"GCash - Buy Load, Pay Bills, Send Money",Neutral,0.027082440851972103,0.3834686147186147
GMAT Math Flashcards,Positive,0.41273599712401793,0.5496980218855219
GMAT Question Bank,Positive,0.26889992360580595,0.4698832866479925
GMX Mail,Positive,0.3400470779220779,0.5407398018648019
"GO Keyboard - Cute Emojis, Themes and GIFs",Positive,0.2239008620689655,0.31061302681992337
"GO Keyboard - Emoticon keyboard, Free Theme, GIF",Positive,0.3074404215313306,0.502509237395601
GO Notifier,Positive,0.06751958927510397,0.4230678104575163
"GO SMS Pro - Messenger, Free Themes, Emoji",Positive,0.2024882756132756,0.4398316960816961
"GO Weather - Widget, Theme, Wallpaper, Efficient",Positive,0.3334000273124918,0.43870310245310246
GPS Map Free,Positive,0.7,0.6000000000000001
GPS Speedometer and Odometer,Positive,0.6875,0.6541666666666667
"GPS Speedometer, Distance Meter",Positive,0.3688950892857143,0.6011644345238095
GPS Status & Toolbox,Positive,0.3980736961451247,0.4026825396825397
GPS Traffic Speedcam Route Planner by ViaMichelin,Positive,0.2724778825671683,0.46424505829267737
GRE Flashcards,Positive,0.26205528749799584,0.5237899831649832
GRE Prep & Practice by Magoosh,Positive,0.38801571268237933,0.4839062850729518
GRE Tutor,Positive,0.4086946386946387,0.5681086043586043
GS SHOP,Positive,0.2391812865497076,0.3475877192982456
GUNSHIP BATTLE: Helicopter 3D,Positive,0.02222591795753969,0.45793083900226755
Galactic Core Free Wallpaper,Positive,0.24756756810576253,0.6578138425360648
Galaxy Attack: Alien Shooter,Positive,0.07728975087930309,0.4665821806717329
Game of Thrones: Conquest™,Positive,0.1988888888888889,0.44722222222222224
"Gametime - Tickets to Sports, Concerts, Theater",Positive,0.3797400972400972,0.5702181577181578
Garden Coloring Book,Positive,0.2684828944203944,0.5234474150677855
Garden Fruit Legend,Positive,0.24278846153846154,0.5757478632478632
Garden Photo Frames - Garden Photo Editor,Positive,0.34213675213675215,0.4937179487179488
Gardenscapes,Positive,0.019585137969696343,0.5014648140223873
Garena Free Fire,Positive,0.071157869556908,0.4941331211427365
Garmin Connect™,Positive,0.15480992965367965,0.4854234758297259
GasBuddy: Find Cheap Gas,Positive,0.2726742875180375,0.5009855994699745
Gay Sugar Daddy Dating & Hookup – Sudy Gay,Positive,0.20086835232668565,0.6372210351377018
Gboard - the Google Keyboard,Positive,0.0645865156103643,0.5171716244977523
Gems or jewels ?,Positive,0.14020820036445036,0.43863784363784364
Genius Scan - PDF Scanner,Positive,0.24316067612942613,0.5183336855452241
Gmail,Positive,0.07138310185185184,0.4659200872189153
GoBank,Positive,0.039100828396805405,0.5303020581933049
GoPro (formerly Capture),Negative,-0.007790556830735392,0.4620191285278281
Goal Live Scores,Positive,0.17692905844155843,0.5138371392496393
Goibibo - Flight Hotel Bus Car IRCTC Booking App,Positive,0.41273037391458445,0.5649483873825979
Goku Wallpaper Art,Positive,0.4643197278911565,0.517482993197279
Gold Butterfly Keyboard Theme,Positive,0.4308228519166019,0.6011085211085211
Golden Dictionary (EN-AR),Positive,0.34045045045045047,0.4903003003003003
Golden Launcher,Positive,0.507079346092504,0.5899720893141945
Goldstar: Live Event Tickets,Positive,0.5492664141414141,0.6354549062049062
Golf Channel,Negative,-0.025728535353535364,0.4610644841269841
Golf GPS Rangefinder: Golf Pad,Positive,0.2726327684661018,0.5649432511932512
Golf GPS by SwingxSwing,Positive,0.2046785506160506,0.4576765171556838
GolfLogix GPS + Putt Breaks,Negative,-0.07843205020288353,0.4526742085075418
"GolfNow: Tee Time Deals at Golf Courses, Golf GPS",Positive,0.1683002897862067,0.5041837396278186
Golfshot Plus: Golf GPS,Positive,0.3861793695887446,0.4753117784992785
Golfshot: Golf GPS + Tee Times,Positive,0.34424886363636364,0.4648870791245791
GoodRx Drug Prices and Coupons,Positive,0.25247104247104246,0.449028314028314
Google,Positive,0.2603594687476266,0.4927439336978811
Google Ads,Positive,0.1399653371320038,0.4323986484194818
Google Duo - High Quality Video Calls,Positive,0.2856898148148148,0.49799074074074073
Google Earth,Positive,0.0949020549208519,0.46496248060627754
Google Fit - Fitness Tracking,Positive,0.1300530303030303,0.4778642676767677
Google Handwriting Input,Positive,0.2541081871345029,0.39329847053531264
Google Keep,Positive,0.10001687003472717,0.4888327030112744
Google My Business,Positive,0.26843628593628593,0.4494172494172495
Google News,Positive,0.09391674022626403,0.49677560130933146
Google PDF Viewer,Positive,0.10041042117604618,0.4412866107933072
Google Pay,Positive,0.11568748609957398,0.5077741771354409
Google Photos,Positive,0.14750958573897785,0.5018935734339623
Google Primer,Positive,0.75,0.675
Google Slides,Positive,0.9333333333333332,0.9166666666666666
Google Street View,Negative,-0.5,0.6916666666666667
Google Translate,Positive,0.21416666666666664,0.48999999999999994
Google Trips - Travel Planner,Positive,0.3,0.0
Google Voice,Neutral,0.15247928503787878,0.19622159090909091
Google+,Positive,0.3680555555555556,0.46944444444444444
Granny,Positive,0.06462316388125873,0.5562993347603944
Graphing Calculator,Positive,0.2458298171589311,0.4644786015672091
Grim Soul: Dark Fantasy Survival,Positive,0.05230612867822011,0.5017646990789126
Groovebook Photo Books & Gifts,Positive,0.1639216068452763,0.5067545042492522
GroupMe,Positive,0.11844004086191585,0.518137446598985
"Groupon - Shop Deals, Discounts & Coupons",Positive,0.285940735479798,0.47119181975431973
Grubhub: Food Delivery,Positive,0.12273932938406622,0.47002923976608185
Guns of Glory,Negative,-0.1420604256854257,0.5351874996145829
Gyft - Mobile Gift Card Wallet,Positive,-0.03364355250839038,0.5253256169825719
H Pack,Positive,0.10824242424242422,0.37940877525252525
H TV,Positive,0.3021153846153846,0.4085042735042735
H&M,Positive,0.02447295645212312,0.5764898448231781
HBO GO: Stream with TV Package,Negative,-0.055652711720192906,0.5216060351511479
HD Camera,Neutral,0.0,0.0
HD Camera - Best Cam with filters & panorama,Positive,0.22337962962962962,0.5875
HD Camera - Quick Snap Photo & Video,Positive,0.45568627450980387,0.5777731092436975
HD Camera Pro for Android,Positive,0.07683823529411767,0.6097689075630253
HD Camera Ultra,Positive,0.15469866870710122,0.5695181114814052
HD Camera for Android,Positive,0.37619140624999997,0.5457669413919414
HD Movie Video Player,Positive,0.18601533086352817,0.574268094334508
HD Video Player,Positive,0.1979934210526316,0.435921052631579
HD Widgets,Positive,0.18181783519859554,0.5138021885521885
HDFC Bank MobileBanking,Positive,0.11144867037724179,0.5096762265512265
HESI A2 Pocket Prep,Positive,0.37914682539682537,0.4689616402116402
HISTORY: Watch TV Show Full Episodes & Specials,Positive,0.2112787731438599,0.5211220068298389
HTC Calendar,Negative,-0.03762626262626264,0.694949494949495
HTC File Manager,Neutral,0.08894901394901396,0.26105098605098603
HTC Gallery,Positive,0.031543995439084725,0.4448680287966002
HTC Help,Positive,0.10687021254208755,0.3478900462962963
HTC Lock Screen,Negative,0.031488187738187755,0.44924597778764447
HTC Mail,Positive,0.07874792828699077,0.4266290501826216
HTC Sense Input,Positive,0.024668154761904756,0.4201793154761905
